sort,coral_id,site,type,code,family,genus,species,cafi_size_mm,measurement,alt_size_mm,alt_measurement,cafi_weight,extraction_method,known_unknown,predicted_family,photo_num,revised_yn,revision_date,identified_by,revised_by,previous_name,AP_list_num,notes
152,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
153,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
154,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
155,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
156,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
157,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
158,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
159,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
160,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
161,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
162,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
163,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
164,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
165,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
166,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
167,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
168,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
169,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
170,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
171,MRB-POC06,MRB03,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
172,MRB-POC06,MRB03,hermit,unknown_hermit,,,,,carapace_length,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
173,MRB-POC06,MRB03,hermit,unknown_hermit,,,,,carapace_length,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
174,MRB-POC06,MRB03,snail,LIMP,,,,,shell_length,,,NA,clove,known,quoyula madreporum,,,,,,,,merged from AP community matrix data on 7/6
175,MRB-POC06,MRB03,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,,disc_width,,arm_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
176,MRB-POC06,MRB03,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,,disc_width,,arm_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
177,MRB-POC06,MRB03,crab,TRSE,trapeziidae,trapezia,serenei,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
178,MRB-POC06,MRB03,crab,TRSE,trapeziidae,trapezia,serenei,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
179,MRB-POC06,MRB03,shrimp,ALPA,,,,,rostrum_to_tail,,,NA,clove,known,,US 76,,15-Nov,AP,JC,unknown_shrimp,73,merged from AP community matrix data on 7/6
180,MRB-POC06,MRB03,shrimp,ALPA,,,,,rostrum_to_tail,,,NA,clove,known,,US 98,,15-Nov,AP,JC,unknown_shrimp,75,merged from AP community matrix data on 7/6
181,MRB-POC06,MRB03,shrimp,unknown_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
182,MRB-POC06,MRB03,snail,unknown_slug,,,,,shell_length,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
183,MRB-POC06,MRB03,squat_lobster,GAMA,,,,,carapace_length,,,NA,clove,known,,USL 3,y,14-Nov,AP,ZSP,unknown_squat,76,merged from AP community matrix data on 7/6
184,MRB-POC07,MRB04,shrimp,ALLO,alpheidae,alpheus,lottini,,rostrum_to_tail,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
185,MRB-POC07,MRB04,shrimp,ALLO,alpheidae,alpheus,lottini,,rostrum_to_tail,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
186,MRB-POC07,MRB04,shrimp,ALLO,alpheidae,alpheus,lottini,,rostrum_to_tail,,,NA,smash,known,,US 104,,,,,,,merged from AP community matrix data on 7/6
187,MRB-POC07,MRB04,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 99,y,15-Nov,AP,JC,clear_shrimp,78,merged from AP community matrix data on 7/6
188,MRB-POC07,MRB04,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 100,y,15-Nov,AP,JC,clear_shrimp,79,merged from AP community matrix data on 7/6
189,MRB-POC07,MRB04,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 101,y,15-Nov,AP,JC,clear_shrimp,80,merged from AP community matrix data on 7/6
190,MRB-POC07,MRB04,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 104,y,15-Nov,AP,JC,clear_shrimp,82,merged from AP community matrix data on 7/6
191,MRB-POC07,MRB04,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 115,y,15-Nov,AP,JC,clear_shrimp,93,merged from AP community matrix data on 7/6
192,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 106,y,15-Nov,AP,JC,clear_shrimp,84,merged from AP community matrix data on 7/6
193,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 107,y,15-Nov,AP,JC,clear_shrimp,85,merged from AP community matrix data on 7/6
194,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 108,y,15-Nov,AP,JC,clear_shrimp,86,merged from AP community matrix data on 7/6
195,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 109,y,15-Nov,AP,JC,clear_shrimp,87,merged from AP community matrix data on 7/6
196,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 110,y,15-Nov,AP,JC,clear_shrimp,88,merged from AP community matrix data on 7/6
197,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 111,y,15-Nov,AP,JC,clear_shrimp,89,merged from AP community matrix data on 7/6
198,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 112,y,15-Nov,AP,JC,clear_shrimp,90,merged from AP community matrix data on 7/6
199,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 113,y,15-Nov,AP,JC,clear_shrimp,91,merged from AP community matrix data on 7/6
200,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 114,y,15-Nov,AP,JC,clear_shrimp,92,merged from AP community matrix data on 7/6
201,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 116,y,15-Nov,AP,JC,clear_shrimp,94,merged from AP community matrix data on 7/6
202,MRB-POC07,MRB04,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 117,y,15-Nov,AP,JC,clear_shrimp,95,merged from AP community matrix data on 7/6
203,MRB-POC07,MRB04,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
204,MRB-POC07,MRB04,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
205,MRB-POC07,MRB04,clear_shrimp,clear_shrimp,,,,,rostrum_to_tail,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
206,MRB-POC07,MRB04,snail,LIMP,,,,,shell_length,,,NA,smash,known,quoyula madreporum,,,,,,,,merged from AP community matrix data on 7/6
207,MRB-POC07,MRB04,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,,disc_width,,arm_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
208,MRB-POC07,MRB04,fish,PAAR,cirrhitidae,paracirrhites,arcatus,60,total_length,,standard_length,NA,field,known,,,,,,,,,observed in field
209,MRB-POC07,MRB04,fish,PAAR,cirrhitidae,paracirrhites,arcatus,,total_length,,standard_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
210,MRB-POC07,MRB04,crab,TRBI,trapeziidae,trapezia,bidentata,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
211,MRB-POC07,MRB04,crab,TRBI,trapeziidae,trapezia,bidentata,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
212,MRB-POC07,MRB04,crab,TRSE,trapeziidae,trapezia,serenei,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
213,MRB-POC07,MRB04,crab,TRSE,trapeziidae,trapezia,serenei,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
214,MRB-POC07,MRB04,crab,TRSE,,,,,carapace_width,,,NA,clove,known,,UC 29,y,14-Nov,AP,ZSP,unknown_crab,77,merged from AP community matrix data on 7/6
215,MRB-POC07,MRB04,crab,unknown_crab,,,,,carapace_width,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
216,MRB-POC07,MRB04,crab,unknown_crab,,,,,carapace_width,,,NA,smash,unknown,,,,,,,,,merged from AP community matrix data on 7/6
217,MRB-POC07,MRB04,shrimp,ALPA,,,,,rostrum_to_tail,,,NA,clove,known,,US 103,y,15-Nov,AP,JC,clear_shrimp,103,merged from AP community matrix data on 7/6
218,MRB-POC07,MRB04,shrimp,ALPA,,,,,rostrum_to_tail,,,NA,clove,known,,US 119,y,15-Nov,AP,JC,clear_shrimp,119,merged from AP community matrix data on 7/6
219,MRB-POC07,MRB04,snail,unknown_snail,,,,,shell_length,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
220,MRB-POC07,MRB04,snail,unknown_snail,,,,,shell_length,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
221,MRB-POC08,MRB04,shrimp,ALLO,alpheidae,alpheus,lottini,,rostrum_to_tail,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
222,MRB-POC08,MRB04,shrimp,ALLO,alpheidae,alpheus,lottini,,rostrum_to_tail,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
223,MRB-POC08,MRB04,shrimp,ALLO,alpheidae,alpheus,lottini,,rostrum_to_tail,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
224,MRB-POC08,MRB04,shrimp,ALST,alpheidae,alpheus,staphylinus,,rostrum_to_tail,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
225,MRB-POC08,MRB04,fish,CAMA,caracanthidae,caracanthus,maculatus,,total_length,,standard_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
226,MRB-POC08,MRB04,hermit,CASE,diogenidae,calcinus,seurati,,carapace_length,,,NA,clove,known,,,,,,,,,"ID suspect, based on white legs which did not end up being a concrete identifier"
227,MRB-POC08,MRB04,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 121,y,14-Nov,AP,ZSP,clear_shrimp,106,merged from AP community matrix data on 7/6
228,MRB-POC08,MRB04,clear_shrimp,HASP,,,,,rostrum_to_tail,,,NA,smash,known,,US 122,y,14-Nov,AP,ZSP,clear_shrimp,107,merged from AP community matrix data on 7/6
229,MRB-POC08,MRB04,hermit,unknown_hermit,,,,,carapace_length,,,NA,clove,unknown,,,,,,,,,merged from AP community matrix data on 7/6
230,MRB-POC08,MRB04,fish,NEAR,cirrhitidae,neocirrhites,armatus,,total_length,,standard_length,NA,field,known,,,,,,,,,observed in field but not measured
231,MRB-POC08,MRB04,fish,NEAR,cirrhitidae,neocirrhites,armatus,,total_length,,standard_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
232,MRB-POC08,MRB04,fish,NEAR,cirrhitidae,neocirrhites,armatus,,total_length,,standard_length,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
233,MRB-POC08,MRB04,crab,TRBI,trapeziidae,trapezia,bidentata,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
234,MRB-POC08,MRB04,crab,TRSE,trapeziidae,trapezia,serenei,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
235,MRB-POC08,MRB04,crab,TRSE,trapeziidae,trapezia,serenei,,carapace_width,,,NA,clove,known,,,,,,,,,merged from AP community matrix data on 7/6
236,MRB-POC08,MRB04,crab,TRSE,,,,,carapace_width,,,NA,clove,known,,UC 32,y,14-Nov,AP,ZSP,unknown_crab,97,merged from AP community matrix data on 7/6
237,MRB-POC08,MRB04,crab,PETU,,,,,carapace_width,,,NA,clove,known,,UC 33,y,14-Nov,AP,ZSP,unknown_crab,98,merged from AP community matrix data on 7/6
238,MRB-POC08,MRB04,crab,TRSE,,,,,carapace_width,,,NA,clove,known,,UC 34,y,14-Nov,AP,ZSP,unknown_crab,99,merged from AP community matrix data on 7/6
239,MRB-POC08,MRB04,crab,TRSE,,,,,carapace_width,,,NA,clove,known,,UC 35,y,14-Nov,AP,ZSP,unknown_crab,100,merged from AP community matrix data on 7/6
240,MRB-POC08,MRB04,crab,LIIN,,,,,carapace_width,,,NA,clove,known,,UC 36,y,14-Nov,AP,ZSP,unknown_crab,101,merged from AP community matrix data on 7/6
241,MRB-POC08,MRB04,crab,LIIN,,,,,carapace_width,,,NA,smash,known,,UC 37,y,14-Nov,AP,ZSP,unknown_crab,102,merged from AP community matrix data on 7/6
242,MRB-POC08,MRB04,crab,LIIN,,,,,carapace_width,,,NA,smash,known,,UC 38,y,14-Nov,AP,ZSP,unknown_crab,103,merged from AP community matrix data on 7/6
243,MRB-POC08,MRB04,crab,LIIN,,,,,carapace_width,,,NA,smash,known,,UC 39,y,14-Nov,AP,ZSP,unknown_crab,104,merged from AP community matrix data on 7/6
244,MRB-POC08,MRB04,crab,LIIN,,,,,shell_length,,,NA,smash,known,,UC 40,y,14-Nov,AP,ZSP,unknown_crab,105,merged from AP community matrix data on 7/6
245,MRB-POC08,MRB04,snail,unknown_snail,,,,,shell_length,,,NA,smash,unknown,,none,,,,,,,merged from AP community matrix data on 7/6 NO PHOTO
246,MRB-POC08,MRB04,snail,unknown_snail,,,,,shell_length,,,NA,smash,unknown,,none,,,,,,,merged from AP community matrix data on 7/6 NO PHOTO
247,MRB-POC09,MRB05,shrimp,ALLO,alpheidae,alpheus,lottini,27.7,rostrum_to_tail,,,NA,clove,known,,,,,,,,,gravid
248,MRB-POC09,MRB05,shrimp,ALLO,alpheidae,alpheus,lottini,21.3,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
249,MRB-POC09,MRB05,shrimp,ALST,alpheidae,alpheus,staphylinus,17.1,rostrum_to_tail,,,NA,clove,known,,,,,,,,,gravid
250,MRB-POC09,MRB05,fish,CAMA,caracanthidae,caracanthus,maculatus,33,total_length,28,standard_length,NA,clove,known,,,,,,,,,SL 28
251,MRB-POC09,MRB05,fish,CAMA,caracanthidae,caracanthus,maculatus,26,total_length,22,standard_length,NA,clove,known,,,,,,,,,SL 22
252,MRB-POC09,MRB05,hermit,CASE,diogenidae,calcinus,seurati,5.4,carapace_length,,,NA,clove,known,,,,,,,,,
253,MRB-POC09,MRB05,hermit,CASE,diogenidae,calcinus,seurati,7.3,carapace_length,,,NA,clove,known,,,,,,,,,
254,MRB-POC09,MRB05,hermit,CASE,diogenidae,calcinus,seurati,5.8,carapace_length,,,NA,clove,known,,,,,,,,,
255,MRB-POC09,MRB05,hermit,CASE,diogenidae,calcinus,seurati,6.6,carapace_length,,,NA,clove,known,,,,,,,,,
256,MRB-POC09,MRB05,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 123,y,14-Nov,AP,ZSP,v,114,merged manually from AP community matrix 7/6
257,MRB-POC09,MRB05,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 124,y,14-Nov,AP,ZSP,clear_shrimp,115,merged manually from AP community matrix 7/6
258,MRB-POC09,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 126,y,14-Nov,AP,ZSP,clear_shrimp,116,merged manually from AP community matrix 7/6
259,MRB-POC09,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 127,y,14-Nov,AP,ZSP,clear_shrimp,117,merged manually from AP community matrix 7/6
260,MRB-POC09,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 128,y,14-Nov,AP,ZSP,clear_shrimp,118,merged manually from AP community matrix 7/6
261,MRB-POC09,MRB05,shrimp,ARIN,,,,,rostrum_to_tail,,,NA,clove,known,,US 129,y,14-Nov,AP,ZSP,clear_shrimp,119,merged manually from AP community matrix 7/6
262,MRB-POC09,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 130,y,14-Nov,AP,ZSP,clear_shrimp,120,merged manually from AP community matrix 7/6
263,MRB-POC09,MRB05,fish,NEAR,cirrhitidae,neocirrhites,armatus,42,total_length,36,standard_length,NA,clove,known,,,,,,,,,
264,MRB-POC09,MRB05,crab,TRAR,trapeziidae,trapezia,areolata,6.8,carapace_width,,,NA,clove,known,,,,,,,,,
265,MRB-POC09,MRB05,crab,TRBI,trapeziidae,trapezia,bidentata,5.5,carapace_width,,,NA,clove,known,,,,,,,,,
266,MRB-POC09,MRB05,crab,TRSE,trapeziidae,trapezia,serenei,8.7,carapace_width,,,NA,clove,known,,,,,,,,,
267,MRB-POC09,MRB05,crab,TRSE,trapeziidae,trapezia,serenei,10.1,carapace_width,,,NA,smash,known,,,,,,,,,
268,MRB-POC09,MRB05,crab,LIIN,,,,,carapace_width,,,NA,clove,known,,UC 41,y,14-Nov,AP,ZSP,unknown_crab,108,merged manually from AP community matrix 7/6
269,MRB-POC09,MRB05,crab,LIIN,,,,,carapace_width,,,NA,clove,known,,UC 42,y,14-Nov,AP,ZSP,unknown_crab,109,merged manually from AP community matrix 7/6
270,MRB-POC09,MRB05,crab,LIIN,,,,,carapace_width,,,NA,clove,known,,UC 46,y,14-Nov,AP,ZSP,unknown_crab,113,merged manually from AP community matrix 7/6
271,MRB-POC09,MRB05,crab,LIIN,,,,,carapace_width,,,NA,clove,known,,UC 44,y,14-Nov,AP,ZSP,unknown_crab,111,merged manually from AP community matrix 7/6
272,MRB-POC09,MRB05,crab,LIIN,,,,,carapace_width,,,NA,clove,known,,UC 45,y,14-Nov,AP,ZSP,unknown_crab,112,merged manually from AP community matrix 7/6
273,MRB-POC09,MRB05,fish,unknown_fish,,,,,total_length,,standard_length,NA,clove,unknown,,,,,,,,,merged manually from AP community matrix 7/6
274,MRB-POC09,MRB05,snail,unknown_snail,,,,,shell_length,,,NA,smash,unknown,,,,,,,,,merged from AP community matrix data on 7/6
275,MRB-POC10,MRB05,shrimp,ALLO,alpheidae,alpheus,lottini,25.8,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
276,MRB-POC10,MRB05,shrimp,ALLO,alpheidae,alpheus,lottini,25.2,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
277,MRB-POC10,MRB05,shrimp,ALDO,alpheidae,alpheus,,,rostrum_to_tail,,,NA,smash,known,,US 140,y,15-Nov,AP,JC,unknown_shrimp,132,"merged from AP community matrix data on 7/6, was recorded as ALLO but no ALLO post-smash"
278,MRB-POC10,MRB05,shrimp,ALST,alpheidae,alpheus,staphylinus,9.6,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
279,MRB-POC10,MRB05,shrimp,ALST,alpheidae,alpheus,staphylinus,15.1,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
280,MRB-POC10,MRB05,hermit,CALA,diogenidae,calcinus,laevimanus,8.4,carapace_length,,,NA,clove,known,,,,,,,,,
281,MRB-POC10,MRB05,hermit,CALA,diogenidae,calcinus,laevimanus,5.5,carapace_length,,,NA,clove,known,,,,,,,,,
282,MRB-POC10,MRB05,hermit,CALA,diogenidae,calcinus,laevimanus,3.1,carapace_length,,,NA,clove,known,,,,,,,,,
283,MRB-POC10,MRB05,hermit,CALA,diogenidae,calcinus,laevimanus,2.9,carapace_length,,,NA,clove,known,,,,,,,,,
284,MRB-POC10,MRB05,hermit,CALA,diogenidae,calcinus,laevimanus,8,carapace_length,,,NA,clove,known,,,,,,,,,
285,MRB-POC10,MRB05,hermit,CALT,diogenidae,calcinus,latens,3.4,carapace_length,,,NA,clove,known,,,,,,,,,code assigned on 7/6 based on ID on 7/5
286,MRB-POC10,MRB05,hermit,CALT,diogenidae,calcinus,latens,2.7,carapace_length,,,NA,clove,known,,,,,,,,,code assigned on 7/6 based on ID on 7/5
287,MRB-POC10,MRB05,hermit,CALT,diogenidae,calcinus,latens,6.3,carapace_length,,,NA,clove,known,,,,,,,,,code assigned on 7/6 based on ID on 7/5
288,MRB-POC10,MRB05,hermit,CALT,diogenidae,calcinus,latens,5.1,carapace_length,,,NA,clove,known,,,,,,,,,code assigned on 7/6 based on ID on 7/5
289,MRB-POC10,MRB05,hermit,CALT,diogenidae,calcinus,latens,6.2,carapace_length,,,NA,clove,known,,,,,,,,,code assigned on 7/6 based on ID on 7/5
290,MRB-POC10,MRB05,fish,CAMA,caracanthidae,caracanthus,maculatus,32,total_length,,standard_length,NA,clove,known,,,,,,,,,"Given to Kaitlyn for excretions, get weights"
291,MRB-POC10,MRB05,fish,CAMA,caracanthidae,caracanthus,maculatus,30,carapace_length,22.6,standard_length,NA,clove,known,,,,,,,,,SL 22.6
292,MRB-POC10,MRB05,fish,CHLE,pomacentridae,chrysiptera,leucopoma,NA,total_length,,standard_length,NA,clove,known,,,,,,,,,observed in field but not measured
293,MRB-POC10,MRB05,clear_shrimp,HASP,,,,,rostrum_to_tail,,,NA,clove,known,,US 131,y,15-Nov,AP,JC,clear_shrimp,124,merged manually from AP community matrix 7/6
294,MRB-POC10,MRB05,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 132,y,15-Nov,AP,JC,clear_shrimp,125,merged manually from AP community matrix 7/6
295,MRB-POC10,MRB05,clear_shrimp,HADE,,,,,rostrum_to_tail,,,NA,clove,known,,US 133,y,15-Nov,AP,JC,clear_shrimp,126,merged manually from AP community matrix 7/6
296,MRB-POC10,MRB05,shrimp,ATDJ,,,,,rostrum_to_tail,,,NA,clove,known,,US 134,y,15-Nov,AP,JC,clear_shrimp,127,merged manually from AP community matrix 7/6
297,MRB-POC10,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 136,y,15-Nov,AP,JC,clear_shrimp,128,merged manually from AP community matrix 7/6
298,MRB-POC10,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 137,y,15-Nov,AP,JC,clear_shrimp,129,merged manually from AP community matrix 7/6
299,MRB-POC10,MRB05,clear_shrimp,FECH,,,,,rostrum_to_tail,,,NA,clove,known,,US 138,y,15-Nov,AP,JC,clear_shrimp,130,merged manually from AP community matrix 7/6
