master_sort,old_sort,coral_id,site,code,type,search_term,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,lowest_level,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
66,63,MRB-POC03,MRB02,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 43,certain,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos",,y,14-Nov,AP,AP,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
67,64,MRB-POC03,MRB02,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 44,certain,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos",,y,14-Nov,AP,AP,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
68,65,MRB-POC03,MRB02,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 45,certain,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos",,y,14-Nov,AP,AP,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
69,66,MRB-POC03,MRB02,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 46,certain,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos",,y,14-Nov,AP,AP,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
70,67,MRB-POC03,MRB02,PESP,shrimp,Periclimenes,,rostrum_to_tail,,,clove,US 47,revision_possible,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos",Too skinny for a FECH,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
71,68,MRB-POC03,MRB02,HERM,hermit,Paguroidea,,carapace_length,,,clove,no photo,uncertain,merged from AP community matrix data on 7/6,can't know family without photo,y,5/14/2020,,JC,unknown_hermit,106687,superfamily,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,NA,NA,NA,NA
72,69,MRB-POC03,MRB02,COMO,snail,Coralliophila monodonta,,total_length,,,clove,,certain,merged from AP community matrix data on 7/6,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
73,70,MRB-POC03,MRB02,TRSP,crab,Trapezia speciosa,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210184,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia speciosa
74,71,MRB-POC03,MRB02,TRSP,crab,Trapezia speciosa,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210184,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia speciosa
75,72,MRB-POC03,MRB02,CHLA,crab,Chlorodiella laevissima,,carapace_width,,,clove,Unknown Crab 9,certain,merged from AP community matrix data on 7/6,"Notch on forehead, small spines, banded legs, red claws",y,5/15/2020; 2020-05-22,JC,JC; JC,unknown_crab; kandi_crab,209137,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Xanthidae,Chlorodiellinae,Chlorodiella,Chlorodiella laevissima
76,73,MRB-POC03,MRB02,TRSE,crab,Trapezia serenei,,carapace_width,,,clove,UC 10,certain,merged from AP community matrix data on 7/6,,y,31-Oct,AP,AP,unknown_crab,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
77,74,MRB-POC03,MRB02,LIIN,crab,Liocarpilodes integerrimus,,carapace_width,,,clove,UC 11,certain,merged from AP community matrix data on 7/6,,y,31-Oct,AP,AP,unknown_crab,209142,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Xanthidae,Chlorodiellinae,Liocarpilodes,Liocarpilodes integerrimus
78,75,MRB-POC03,MRB02,CHER,crab,Cherusius,,carapace_width,,,clove,UC 12,revision_possible,merged from AP community matrix data on 7/6,"Spines, not Liocarpiloides. Clear claw spikes, 3 sets of carapace spines, brown dots on legs; only one reference photo for Jonesius has spines, close match to that photo but possible error in Biocode; Reference photos have several different characteristics, not certain how to concretely ID this genus; Genus corrected from Jonesius to Cherusius",y,31-Oct; 2020-05-11; 2020-05-22,JC,AP; JC; JC; JC,unknown_crab; LIIN; JOSP,881699,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Domeciidae,NA,Cherusius,NA
79,76,MRB-POC03,MRB02,POCH,worm,Polychaeta,,total_length,,,clove,no photo,certain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/15/2020,,JC,polychaete,883,class,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,77,MRB-POC03,MRB02,GAST,snail,Gastropoda,,total_length,,,smash,No photo,uncertain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/14/2020,,JC,unknown_snail,101,class,Mollusca,NA,NA,Gastropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,78,MRB-POC04,MRB02,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
82,79,MRB-POC04,MRB02,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
83,80,MRB-POC04,MRB02,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,smash,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
84,81,MRB-POC04,MRB02,HABE,shrimp,Harpiliopsis beaupresii,,rostrum_to_tail,,,clove,US 52,certain,merged from AP community matrix data on 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
85,82,MRB-POC04,MRB02,HABE,shrimp,Harpiliopsis beaupresii,,rostrum_to_tail,,,clove,US 53,certain,merged from AP community matrix data on 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
86,83,MRB-POC04,MRB02,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 54,certain,merged from AP community matrix data on 7/6,,y,14-Nov,AP,AP,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
87,84,MRB-POC04,MRB02,POCH,worm,Polychaeta,,total_length,,,smash,no photo,certain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/15/2020,,JC,polychaete,883,class,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,85,MRB-POC04,MRB02,POCH,worm,Polychaeta,,total_length,,,smash,no photo,certain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/15/2020,,JC,polychaete,883,class,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,86,MRB-POC04,MRB02,TRBI,crab,Trapezia bidentata,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
90,87,MRB-POC04,MRB02,TRSE,crab,Trapezia serenei,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
91,88,MRB-POC04,MRB02,TRSE,crab,Trapezia serenei,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
92,89,MRB-POC04,MRB02,TRTI,crab,Trapezia tigrina,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210186,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
93,90,MRB-POC04,MRB02,TRTI,crab,Trapezia tigrina,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210186,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
94,91,MRB-POC04,MRB02,TRSE,crab,Trapezia serenei,,carapace_width,,,clove,UC 13,certain,merged from AP community matrix data on 7/6,,y,31-Oct,AP,AP,unknown_crab,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
95,92,MRB-POC04,MRB02,JACA,crab,Jacforus cavatus,,carapace_width,,,clove,Unknown crab 14,revision_possible,merged from AP community matrix data on 7/6,"deep grooves by eyes and body shape look correct for JACA, ref photo doesn't have orange legs..",y,5/15/2020,JC,JC,unknown_crab,444268,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Xanthoidea,Xanthidae,Xanthinae,Jacforus,Jacforus cavatus
96,93,MRB-POC04,MRB02,SYCH,shrimp,Synalpheus charon,,rostrum_to_tail,,,clove,Unknown shrimp 55,revision_possible,merged from AP community matrix data on 7/6,"Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",y,5/14/2020; 2020-05-22,JC,JC; JC,unknown_shrimp; possible_SYCH,210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
97,93.1,MRB-POC04,MRB02,SYCH,shrimp,Synalpheus charon,,rostrum_to_tail,,,clove,Unknown Shrimp 56,revision_possible,"created based on presence of photo, not recorded in original data","Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",y,5/14/2020; 2020-05-22,JC,JC; JC,unknown_shrimp; possible_SYCH,210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
98,94,MRB-POC05,MRB03,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
99,95,MRB-POC05,MRB03,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
100,96,MRB-POC05,MRB03,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,smash,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
101,97,MRB-POC05,MRB03,ALLO,shrimp,Alpheus lottini,,rostrum_to_tail,,,smash,,certain,merged from AP community matrix data on 7/6,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
102,98,MRB-POC05,MRB03,HASP,shrimp,Harpiliopsis spinigera,,rostrum_to_tail,,,clove,US 61,certain,merged from AP community matrix data on 7/6,,y,15-Nov,AP,JC,clear_shrimp,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
103,99,MRB-POC05,MRB03,HASP,shrimp,Harpiliopsis spinigera,,rostrum_to_tail,,,clove,US 62,certain,merged from AP community matrix data on 7/6,,y,15-Nov,AP,JC,clear_shrimp,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
104,100,MRB-POC05,MRB03,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 69,revision_possible,merged from AP community matrix data on 7/6,,y,15-Nov,AP,JC,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
105,101,MRB-POC05,MRB03,FECH,shrimp,Fennera chacei,,rostrum_to_tail,,,clove,US 70,revision_possible,merged from AP community matrix data on 7/6,,y,15-Nov,AP,JC,clear_shrimp,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
106,102,MRB-POC05,MRB03,HIPP,shrimp,Hippolytidae,,rostrum_to_tail,,,clove,Unknown shrimp 66,revision_possible,merged from AP community matrix data on 7/6,"opaque tail, bands on legs, frostiness on head; can't see spike mohawk, possibly Thinora maldivensis?; Opaque body, banded legs, frosty/blue markings, mohawk is characteristic of family but can't always see",,,,,,106777,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,NA,NA
107,103,MRB-POC05,MRB03,HIPP,shrimp,Hippolytidae,,rostrum_to_tail,,,clove,Unknown Shrimp 67-68,revision_possible,merged from AP community matrix data on 7/6,"opaque tail, bands on legs, blue dots; can't see spike mohawk, possibly Thinora maldivensis?; Opaque body, banded legs, frosty/blue markings, mohawk is characteristic of family but can't always see",,,,,,106777,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,NA,NA
108,104,MRB-POC05,MRB03,HIPP,shrimp,Hippolytidae,,rostrum_to_tail,,,clove,Unknown Shrimp 67-68,revision_possible,merged from AP community matrix data on 7/6,"opaque tail, bands on legs, blue dots; can't see spike mohawk, possibly Thinora maldivensis?; Opaque body, banded legs, frosty/blue markings, mohawk is characteristic of family but can't always see",,,,,,106777,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,NA,NA
109,105,MRB-POC05,MRB03,HIPP,shrimp,Hippolytidae,,rostrum_to_tail,,,clove,Unknown Shrimp 71,revision_possible,merged from AP community matrix data on 7/6,"opaque tail, bands on legs; can't see spike mohawk, possibly Thinora maldivensis?; Opaque body, banded legs, frosty/blue markings, mohawk is characteristic of family but can't always see",,,,,,106777,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,NA,NA
110,106,MRB-POC05,MRB03,CARI,shrimp,Caridea,,rostrum_to_tail,,,clove,no photo,uncertain,merged from AP community matrix data on 7/6; 2 more clear_shrimp recorded than photographed,,y,5/14/2020,,JC,clear_shrimp,106674,infraorder,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,NA,NA,NA,NA,NA
111,107,MRB-POC05,MRB03,CARI,shrimp,Caridea,,rostrum_to_tail,,,clove,no photo,uncertain,merged from AP community matrix data on 7/6; 2 more clear_shrimp recorded than photographed,,y,5/14/2020,,JC,clear_shrimp,106674,infraorder,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,NA,NA,NA,NA,NA
112,108,MRB-POC05,MRB03,HERM,hermit,Paguroidea,,carapace_length,,,clove,no photo,uncertain,merged from AP community matrix data on 7/6,can't know family without photo,y,5/14/2020,,JC,unknown_hermit,106687,superfamily,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,NA,NA,NA,NA
113,109,MRB-POC05,MRB03,HERM,hermit,Paguroidea,,carapace_length,,,clove,no photo,uncertain,merged from AP community matrix data on 7/6,can't know family without photo,y,5/14/2020,,JC,unknown_hermit,106687,superfamily,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,NA,NA,NA,NA
114,110,MRB-POC05,MRB03,NEAR,fish,Neocirrhites armatus,,total_length,,standard_length,field,,certain,observed in field but not measured,,,,,,,281678,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Percoidei,NA,NA,Cirrhitidae,NA,Neocirrhites,Neocirrhites armatus
115,111,MRB-POC05,MRB03,NEAR,fish,Neocirrhites armatus,,total_length,,standard_length,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,281678,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Percoidei,NA,NA,Cirrhitidae,NA,Neocirrhites,Neocirrhites armatus
116,112,MRB-POC05,MRB03,PAAR,fish,Paracirrhites arcatus,,total_length,,standard_length,field,,certain,observed in field but not measured,,,,,,,218866,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Percoidei,NA,NA,Cirrhitidae,NA,Paracirrhites,Paracirrhites arcatus
117,113,MRB-POC05,MRB03,PAAR,fish,Paracirrhites arcatus,,total_length,,standard_length,field,,certain,observed in field but not measured,,,,,,,218866,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Percoidei,NA,NA,Cirrhitidae,NA,Paracirrhites,Paracirrhites arcatus
118,114,MRB-POC05,MRB03,POCH,worm,Polychaeta,,total_length,,,smash,no photo,certain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/15/2020,,JC,polychaete,883,class,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,115,MRB-POC05,MRB03,POCH,worm,Polychaeta,,total_length,,,smash,no photo,certain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/15/2020,,JC,polychaete,883,class,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,116,MRB-POC05,MRB03,POCH,worm,Polychaeta,,total_length,,,smash,no photo,certain,merged from AP community matrix data on 7/6,"no photo, further ID not possible",y,5/15/2020,,JC,polychaete,883,class,Annelida,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,117,MRB-POC05,MRB03,GAMA,squat_lobster,Galathea mauritiana,,carapace_length,,,smash,USL 1,certain,merged from AP community matrix data on 7/6,,y,14-Nov,AP,AP,squat,210093,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
122,118,MRB-POC05,MRB03,TRBI,crab,Trapezia bidentata,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
123,119,MRB-POC05,MRB03,TRBI,crab,Trapezia bidentata,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
124,120,MRB-POC05,MRB03,TRBI,crab,Trapezia bidentata,,carapace_width,,,clove,,certain,merged from AP community matrix data on 7/6,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
